reg_code	age	include_code	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025
1	0	2.36371294949159	0.00788313696401271	0.00745729451982771	0.00669193372319148	0.00650867734450004	0.00572824858419648	0.00564927104666991	0.00549456763849488	0.005183341924419	0.00511187722184338	0.00488974479396879	0.00488974479396879	0.00442460183383317	0.00435149873897893	0.00392351593574797	0.00392351593574797	0.00386429304100599	0.00369193417133749	0.00369193417133749	0.00315847988611859	0.00315847988611859	0.00321371197364204	0.00286415666914064	0.00273540355422143	0.00251983058236159	0.00240261563469103	0.0023645865425806	0.00232931614511839	0.00225726660609427	0.00215273558130632	0.00211997495549676	0.00229218512615484	0.00218619453844115	0.00229646365175857	0.00215283515483679	0.00187141939305547	0.0019341511792296
1	1	0.0477185342781937	0.000803353629800358	0.000772031973211659	0.000714423798797163	0.000700358133300018	0.000639139689442132	0.00063281668144027	0.000620357707121191	0.000594986531524414	0.000589100330648495	0.000570652977518816	0.000570652977518816	0.000531231030409576	0.000524930724665718	0.000487418832507612	0.000487418832507612	0.000482138708394018	0.000466639056313024	0.000466639056313024	0.0004177434786038	0.0004177434786038	0.000422794463685474	0.000389894909255913	0.000377242427261021	0.000355627303836384	0.000343444519747396	0.00033945221765569	0.000335726940055861	0.000328006662734168	0.000316596497775893	0.000312962926227261	0.000331769200859243	0.000320279000653321	0.000332210504490395	0.000316644475369694	0.000284740004710255	0.000291943753388694
1	2	0.0536200444891095	0.000461139533733642	0.000440271354724969	0.000402255669627846	0.000393048561308754	0.000353336726220874	0.000349269610044055	0.000341275283611769	0.000325077801383678	0.000321335962263604	0.000309649078110976	0.000309649078110976	0.000284884174338208	0.000280953693921919	0.000257714897278519	0.000257714897278519	0.000254466886842825	0.000244966408691676	0.000244966408691676	0.00021520878144625	0.00021520878144625	0.00021829192527163	0.000198474076107366	0.000190999982681777	0.000178340011450369	0.000171320076396618	0.000169029419565071	0.000166897677476739	0.000162508921893771	0.000156076225577112	0.000154042417347084	0.00016464232625474	0.000158144599179056	0.000164897961683408	0.000156093059632738	0.000138405890494833	0.000142378480004791
1	3	0.112619549977811	0.000373448256807527	0.000353255097152993	0.000316965167059086	0.000308276584192382	0.000271277602958941	0.000267533665213704	0.000260200088337072	0.000245447345826861	0.000242059894844966	0.000231531049656709	0.000231531049656709	0.000209485342670724	0.000206020786917234	0.000185738716942258	0.000185738716942258	0.000182932318626748	0.000174764988393312	0.000174764988393312	0.000149488878291064	0.000149488878291064	0.000152105839955066	0.0001355449193478	0.0001294457797364	0.000119234617662067	0.000113683042609508	0.000111881956852161	0.000110211557757537	0.000106799453042246	0.000101849384215645	0.000100298080721736	0.000108453088488152	0.000103433793383635	0.000108655729734114	0.000101854057261004	8.85292153483617e-05	9.14993857164866e-05
1	4	0.152644307752521	0.000303568888833917	0.000285728286076641	0.000253898647625744	0.000246324934064478	0.000214293559172506	0.000211073208487669	0.000204776963759736	0.000192159505874587	0.000189271780276436	0.000180319480375194	0.000180319480375194	0.000161694557607147	0.00015878307015495	0.000141828944417941	0.000141828944417941	0.00013949567210735	0.000132723651958036	0.000132723651958036	0.000111912918783013	0.000111912918783013	0.000114063440768336	0.000100554399725683	9.56361354692299e-05	8.74522045726531e-05	8.30446940021079e-05	8.16190758233289e-05	8.02991728489249e-05	7.76129870221132e-05	7.3735514732259e-05	7.25255277580312e-05	7.8912969523923e-05	7.49738747546841e-05	7.90737884018474e-05	7.37364463850262e-05	6.34078724946596e-05	6.57007167705657e-05
1	5	0.169925733885061	0.000274237787588168	0.00025759654519238	0.000227994763419277	0.000220968944400239	0.000191337694761879	0.00018836652313411	0.000182561876216182	0.000170947779825149	0.000168293231311441	0.000160072541062971	0.000160072541062971	0.000143014399435196	0.000140353610148126	0.000124892862356452	0.000124892862356452	0.000122769809340425	0.00011661474535493	0.00011661474535493	9.77559748780083e-05	9.77559748780083e-05	9.97028259510918e-05	8.7508263804104e-05	8.30885768594079e-05	7.57524689446175e-05	7.18161477348997e-05	7.05444861212643e-05	6.93679291328683e-05	6.69769084955728e-05	6.35322963765846e-05	6.24591815293708e-05	6.81334114701832e-05	6.46314622622513e-05	6.82769796639376e-05	6.35322362282967e-05	5.4394700333129e-05	5.64197289581985e-05
1	6	0.131962436279123	0.000230750482469248	0.000216917425551295	0.000192282826559048	0.000186430261815158	0.000161720696826712	0.000159240510021262	0.000154393663262105	0.000144690123258083	0.000142471121351554	0.000135596444349525	0.000135596444349525	0.000121316978168313	0.000119087761322305	0.000106123931387955	0.000106123931387955	0.000104342241300402	9.91746449923451e-05	9.91746449923451e-05	8.33232930188394e-05	8.33232930188394e-05	8.49603338458954e-05	7.46951216062024e-05	7.09682741972689e-05	6.47763121916427e-05	6.1449215512319e-05	6.03738672741864e-05	5.9378681371706e-05	5.7355140653095e-05	5.44377447932682e-05	5.35282963910648e-05	5.83341028252473e-05	5.53689842393803e-05	5.84554716975744e-05	5.44379771045757e-05	4.66867127035828e-05	4.84056335630664e-05
1	7	0.14597588758547	0.000234111989701923	0.000219892214996053	0.000194600046644131	0.000188597546670345	0.000163284249462746	0.000160746247647252	0.000155787978808534	0.000145867805970899	0.000143600515907134	0.000136579323908644	0.000136579323908644	0.000122011316983075	0.000119739095801919	0.000106537015652611	0.000106537015652611	0.000104724240815374	9.94688968908237e-05	9.94688968908237e-05	8.33682644885418e-05	8.33682644885418e-05	8.50303309208718e-05	7.46204710842521e-05	7.08481221927183e-05	6.45869766167483e-05	6.1227814814496e-05	6.01426489858106e-05	5.91386607070596e-05	5.70984241461701e-05	5.41593395621901e-05	5.3243759354454e-05	5.80852418055419e-05	5.50971689818845e-05	5.82077577141352e-05	5.41592661850118e-05	4.63637089359348e-05	4.80912453585058e-05
1	8	0.10369990881864	0.000213667598439977	0.000201179829582054	0.00017888901881442	0.000173582750477848	0.000151130399458943	0.000148872085417099	0.000144456189806047	0.000135604534202895	0.00013357822033868	0.000127295270082046	0.000127295270082046	0.000114218025410546	0.000112173011118577	0.000100260141952625	0.000100260141952625	9.86200465692848e-05	9.38589880647835e-05	9.38589880647835e-05	7.92207383186805e-05	7.92207383186805e-05	8.07336536111382e-05	7.12251958831659e-05	6.77607453327928e-05	6.19935133026459e-05	5.88855552482121e-05	5.78800716326471e-05	5.69490395822076e-05	5.50537907960946e-05	5.2317099714647e-05	5.14628544498882e-05	5.59710852669032e-05	5.31912548321834e-05	5.60844930719924e-05	5.2317881252357e-05	4.50228627649475e-05	4.66427493233135e-05
1	9	0.0567935988029621	0.000201743669315841	0.000190962854673065	0.000171569234900261	0.000166922125414101	0.00014711486792457	0.000145108820460491	0.000141178415475708	0.000133267648633975	0.000131450420828536	0.000125800152329125	0.000125800152329125	0.000113959185330569	0.000112097010528881	0.000101187744742121	0.000101187744742121	9.96771491858758e-05	9.52793277477334e-05	9.52793277477334e-05	8.16564724333742e-05	8.16564724333742e-05	8.30671811666194e-05	7.41305237309841e-05	7.08340031856424e-05	6.53103967535059e-05	6.23033604272534e-05	6.13273945461589e-05	6.04220302091143e-05	5.85716887758681e-05	5.58854560647714e-05	5.50431151329289e-05	5.94686140696031e-05	5.67455253603846e-05	5.95783731689358e-05	5.58882702678313e-05	4.86468160134842e-05	5.02618606189313e-05
